"geocode","name_muni","biome","altitude","koppen"
4121901,"RIBEIR«O DO PINHAL","mata atlantica",563.1,"Cfa"
4122008,"RIO AZUL","mata atlantica",894.09,"Cfb"
4122107,"RIO BOM","mata atlantica",587.77,"Cfa"
4122156,"RIO BONITO DO IGUAÄU","mata atlantica",595.91,"Cfa"
4122172,"RIO BRANCO DO IVA÷","mata atlantica",628.1,"Cfa"
4122206,"RIO BRANCO DO SUL","mata atlantica",773.15,"Cfb"
4122305,"RIO NEGRO","mata atlantica",843,"Cfb"
4122404,"ROL∂NDIA","mata atlantica",647.69,"Cfa"
4122503,"RONCADOR","mata atlantica",685.65,"Cfa"
4122602,"RONDON","mata atlantica",401.79,"Cfa"
4122651,"ROSµRIO DO IVA÷","mata atlantica",640.19,"Cfa"
4122701,"SABµUDIA","mata atlantica",617.5,"Cfa"
4122800,"SALGADO FILHO","mata atlantica",583.88,"Cfa"
4122909,"SALTO DO ITARARê","mata atlantica",585.9,"Cfa"
4123006,"SALTO DO LONTRA","mata atlantica",504.34,"Cfa"
4123105,"SANTA AMêLIA","mata atlantica",500.51,"Cfa"
4123204,"SANTA CEC÷LIA DO PAV«O","mata atlantica",633.99,"Cfa"
4123303,"SANTA CRUZ DE MONTE CASTELO","mata atlantica",311.2,"Cfa"
4123402,"SANTA Fê","mata atlantica",488.85,"Cfa"
4123501,"SANTA HELENA","mata atlantica",260.8,"Cfa"
4123600,"SANTA IN“S","mata atlantica",379.74,"Cfa"
4123709,"SANTA ISABEL DO IVA÷","mata atlantica",315.95,"Cfa"
4123808,"SANTA IZABEL DO OESTE","mata atlantica",493.83,"Cfa"
4123824,"SANTA LÈCIA","mata atlantica",388.86,"Cfa"
4123857,"SANTA MARIA DO OESTE","mata atlantica",930.19,"Cfb"
4123907,"SANTA MARIANA","mata atlantica",432.31,"Cfa"
4123956,"SANTA M‚NICA","mata atlantica",311.12,"Cfa"
4124004,"SANTANA DO ITARARê","mata atlantica",567,"Cfa"
4124020,"SANTA TEREZA DO OESTE","mata atlantica",667.09,"Cfa"
4124053,"SANTA TEREZINHA DE ITAIPU","mata atlantica",261.62,"Cfa"
4124103,"SANTO ANT‚NIO DA PLATINA","mata atlantica",521.64,"Cfa"
4124202,"SANTO ANT‚NIO DO CAIUµ","mata atlantica",343.73,"Cfa"
4124301,"SANTO ANT‚NIO DO PARA÷SO","mata atlantica",799.96,"Cfa"
4124400,"SANTO ANT‚NIO DO SUDOESTE","mata atlantica",544.94,"Cfa"
4124509,"SANTO INµCIO","mata atlantica",372.35,"Cfa"
4124608,"S«O CARLOS DO IVA÷","mata atlantica",326.46,"Cfa"
4124707,"S«O JER‚NIMO DA SERRA","mata atlantica",795.2,"Cfb"
4124806,"S«O JO«O","mata atlantica",574.01,"Cfa"
4124905,"S«O JO«O DO CAIUµ","mata atlantica",395.51,"Cfa"
4125001,"S«O JO«O DO IVA÷","mata atlantica",391.67,"Cfa"
4125100,"S«O JO«O DO TRIUNFO","mata atlantica",845.44,"Cfb"
4125209,"S«O JORGE D'OESTE","mata atlantica",490.51,"Cfa"
4125308,"S«O JORGE DO IVA÷","mata atlantica",383.1,"Cfa"
4125357,"S«O JORGE DO PATROC÷NIO","mata atlantica",269.58,"Cfa"
4125407,"S«O JOSê DA BOA VISTA","mata atlantica",626.28,"Cfa"
4125456,"S«O JOSê DAS PALMEIRAS","mata atlantica",346.63,"Cfa"
4125506,"S«O JOSê DOS PINHAIS","mata atlantica",885.31,"Cfb"
4125555,"S«O MANOEL DO PARANµ","mata atlantica",333.95,"Cfa"
4125605,"S«O MATEUS DO SUL","mata atlantica",794.75,"Cfb"
4125704,"S«O MIGUEL DO IGUAÄU","mata atlantica",265.22,"Cfa"
4125753,"S«O PEDRO DO IGUAÄU","mata atlantica",484.14,"Cfa"
4125803,"S«O PEDRO DO IVA÷","mata atlantica",378.72,"Cfa"
4125902,"S«O PEDRO DO PARANµ","mata atlantica",328.13,"Cfa"
4126009,"S«O SEBASTI«O DA AMOREIRA","mata atlantica",659.93,"Cfa"
4126108,"S«O TOMê","mata atlantica",376.43,"Cfa"
4126207,"SAPOPEMA","mata atlantica",712.4,"Cfa"
4126256,"SARANDI","mata atlantica",516.37,"Cfa"
4126272,"SAUDADE DO IGUAÄU","mata atlantica",613.51,"Cfa"
4126306,"SENGêS","mata atlantica",901.34,"Cfb"
4126355,"SERRAN‡POLIS DO IGUAÄU","mata atlantica",278.19,"Cfa"
4126405,"SERTANEJA","mata atlantica",369.02,"Cfa"
4126504,"SERTAN‡POLIS","mata atlantica",433.45,"Cfa"
4126603,"SIQUEIRA CAMPOS","mata atlantica",651.03,"Cfa"
4126652,"SULINA","mata atlantica",548.43,"Cfa"
4126678,"TAMARANA","mata atlantica",805.85,"Cfa"
4126702,"TAMBOARA","mata atlantica",400.92,"Cfa"
4126801,"TAPEJARA","mata atlantica",440.2,"Cfa"
4126900,"TAPIRA","mata atlantica",318,"Cfa"
4127007,"TEIXEIRA SOARES","mata atlantica",847.62,"Cfb"
4127106,"TEL“MACO BORBA","mata atlantica",797.08,"Cfb"
4127205,"TERRA BOA","mata atlantica",442.01,"Cfa"
4127304,"TERRA RICA","mata atlantica",360.11,"Cfa"
4127403,"TERRA ROXA","mata atlantica",311.21,"Cfa"
4127502,"TIBAGI","mata atlantica",882.97,"Cfb"
4127601,"TIJUCAS DO SUL","mata atlantica",933.08,"Cfb"
4127700,"TOLEDO","mata atlantica",503.2,"Cfa"
4127809,"TOMAZINA","mata atlantica",582.93,"Cfa"
4127858,"TR“S BARRAS DO PARANµ","mata atlantica",441.52,"Cfa"
4127882,"TUNAS DO PARANµ","mata atlantica",886.2,"Cfb"
4127908,"TUNEIRAS DO OESTE","mata atlantica",466.22,"Cfa"
4127957,"TUP«SSI","mata atlantica",549.13,"Cfa"
4127965,"TURVO","mata atlantica",993.73,"Cfb"
4128005,"UBIRAT«","mata atlantica",420.47,"Cfa"
4128104,"UMUARAMA","mata atlantica",380.96,"Cfa"
4128203,"UNI«O DA VIT‡RIA","mata atlantica",915.26,"Cfb"
4128302,"UNIFLOR","mata atlantica",458.82,"Cfa"
4128401,"URA÷","mata atlantica",459.1,"Cfa"
4128500,"WENCESLAU BRAZ","mata atlantica",690.05,"Cfa"
4128534,"VENTANIA","mata atlantica",844.93,"Cfb"
4128559,"VERA CRUZ DO OESTE","mata atlantica",524.43,"Cfa"
4128609,"VER“","mata atlantica",553.22,"Cfa"
4128625,"ALTO PARA÷SO","mata atlantica",297.1,"Cfa"
4128633,"DOUTOR ULYSSES","mata atlantica",769.46,"Cfb"
4128658,"VIRMOND","mata atlantica",728.28,"Cfa"
4128708,"VITORINO","mata atlantica",789.24,"Cfb"
4128807,"XAMBR“","mata atlantica",361.79,"Cfa"
4200051,"ABDON BATISTA","mata atlantica",808.38,"Cfb"
4200101,"ABELARDO LUZ","mata atlantica",892.41,"Cfb"
4200200,"AGROL∂NDIA","mata atlantica",636.59,"Cfb"
4200309,"AGRON‚MICA","mata atlantica",481.68,"Cfa"
4200408,"µGUA DOCE","mata atlantica",1180.29,"Cfb"
4200507,"µGUAS DE CHAPEC‡","mata atlantica",329.51,"Cfa"
4200556,"µGUAS FRIAS","mata atlantica",379.36,"Cfa"
4200606,"µGUAS MORNAS","mata atlantica",590.35,"Cfb"
4200705,"ALFREDO WAGNER","mata atlantica",828.81,"Cfb"
4200754,"ALTO BELA VISTA","mata atlantica",453.26,"Cfa"
4200804,"ANCHIETA","mata atlantica",620.55,"Cfa"
4200903,"ANGELINA","mata atlantica",660.52,"Cfb"
4201000,"ANITA GARIBALDI","mata atlantica",827.78,"Cfb"
4201109,"ANITµPOLIS","mata atlantica",764.95,"Cfb"
4201208,"ANT‚NIO CARLOS","mata atlantica",360.19,"Cfa"
4201257,"APIÈNA","mata atlantica",469.42,"Cfa"
4201273,"ARABUT«","mata atlantica",563.7,"Cfa"
4201307,"ARAQUARI","mata atlantica",15.76,"Cfa"
4201406,"ARARANGUµ","mata atlantica",12.36,"Cfa"
4201505,"ARMAZêM","mata atlantica",214.06,"Cfa"
4201604,"ARROIO TRINTA","mata atlantica",916.04,"Cfb"
4201653,"ARVOREDO","mata atlantica",591.11,"Cfa"
4201703,"ASCURRA","mata atlantica",272.79,"Cfa"
4201802,"ATALANTA","mata atlantica",598.89,"Cfa"
4201901,"AURORA","mata atlantica",579.75,"Cfa"
4201950,"BALNEµRIO ARROIO DO SILVA","mata atlantica",7.18,"Cfa"
4202008,"BALNEµRIO CAMBORIÈ","mata atlantica",53.68,"Cfa"
4202057,"BALNEµRIO BARRA DO SUL","mata atlantica",13.68,"Cfa"
4202073,"BALNEµRIO GAIVOTA","mata atlantica",7.53,"Cfa"
4202081,"BANDEIRANTE","mata atlantica",428.23,"Cfa"
4202099,"BARRA BONITA","mata atlantica",440.04,"Cfa"
4202107,"BARRA VELHA","mata atlantica",33.03,"Cfa"
4202131,"BELA VISTA DO TOLDO","mata atlantica",909.04,"Cfb"
4202156,"BELMONTE","mata atlantica",442.83,"Cfa"
4202206,"BENEDITO NOVO","mata atlantica",624.9,"Cfb"
4202305,"BIGUAÄU","mata atlantica",139.6,"Cfa"
4202404,"BLUMENAU","mata atlantica",244.81,"Cfa"
4202438,"BOCAINA DO SUL","mata atlantica",986,"Cfb"
4202453,"BOMBINHAS","mata atlantica",38.82,"Cfa"
4202503,"BOM JARDIM DA SERRA","mata atlantica",1322.33,"Cfb"
4202537,"BOM JESUS","mata atlantica",695.1,"Cfb"
4202578,"BOM JESUS DO OESTE","mata atlantica",635.64,"Cfa"
4202602,"BOM RETIRO","mata atlantica",1004.32,"Cfb"
4202701,"BOTUVERµ","mata atlantica",435.49,"Cfa"
4202800,"BRAÄO DO NORTE","mata atlantica",230.27,"Cfa"
4202859,"BRAÄO DO TROMBUDO","mata atlantica",571.02,"Cfa"
4202875,"BRUN‡POLIS","mata atlantica",875.16,"Cfb"
4202909,"BRUSQUE","mata atlantica",184.29,"Cfa"
4203006,"CAÄADOR","mata atlantica",1065.99,"Cfb"
4203105,"CAIBI","mata atlantica",351.7,"Cfa"
4203154,"CALMON","mata atlantica",1157.78,"Cfb"
4203204,"CAMBORIÈ","mata atlantica",177.06,"Cfa"
4203253,"CAP«O ALTO","mata atlantica",950.22,"Cfb"
4203303,"CAMPO ALEGRE","mata atlantica",915.21,"Cfb"
4203402,"CAMPO BELO DO SUL","mata atlantica",897.98,"Cfb"
4203501,"CAMPO ER“","mata atlantica",798.18,"Cfb"
4203600,"CAMPOS NOVOS","mata atlantica",852.13,"Cfb"
4203709,"CANELINHA","mata atlantica",161.56,"Cfa"
4203808,"CANOINHAS","mata atlantica",831.38,"Cfb"
4203907,"CAPINZAL","mata atlantica",649.04,"Cfb"
4203956,"CAPIVARI DE BAIXO","mata atlantica",13.56,"Cfa"
4204004,"CATANDUVAS","mata atlantica",910.34,"Cfb"
4204103,"CAXAMBU DO SUL","mata atlantica",362.01,"Cfa"
4204152,"CELSO RAMOS","mata atlantica",734.09,"Cfb"
4204178,"CERRO NEGRO","mata atlantica",867.31,"Cfb"
4204194,"CHAPAD«O DO LAGEADO","mata atlantica",603.42,"Cfb"
4204202,"CHAPEC‡","mata atlantica",581.79,"Cfa"
4204251,"COCAL DO SUL","mata atlantica",101.55,"Cfa"
4204301,"CONC‡RDIA","mata atlantica",589.59,"Cfa"
4204350,"CORDILHEIRA ALTA","mata atlantica",643.6,"Cfa"
4204400,"CORONEL FREITAS","mata atlantica",462.49,"Cfa"
4204459,"CORONEL MARTINS","mata atlantica",617.25,"Cfa"
4204509,"CORUPµ","mata atlantica",576.45,"Cfb"
4204558,"CORREIA PINTO","mata atlantica",906.46,"Cfb"
4204608,"CRICIÈMA","mata atlantica",50.64,"Cfa"
4204707,"CUNHA POR«","mata atlantica",525.87,"Cfa"
4204756,"CUNHATA÷","mata atlantica",462.62,"Cfa"
4204806,"CURITIBANOS","mata atlantica",914.13,"Cfb"
4204905,"DESCANSO","mata atlantica",441.97,"Cfa"
4205001,"DION÷SIO CERQUEIRA","mata atlantica",721.99,"Cfa"
4205100,"DONA EMMA","mata atlantica",521.83,"Cfa"
4205159,"DOUTOR PEDRINHO","mata atlantica",792.95,"Cfb"
4205175,"ENTRE RIOS","mata atlantica",499.14,"Cfa"
4205191,"ERMO","mata atlantica",22.25,"Cfa"
4205209,"ERVAL VELHO","mata atlantica",758.13,"Cfb"
4205308,"FAXINAL DOS GUEDES","mata atlantica",843.65,"Cfb"
4205357,"FLOR DO SERT«O","mata atlantica",373.05,"Cfa"
4205407,"FLORIAN‡POLIS","mata atlantica",45.05,"Cfa"
4205431,"FORMOSA DO SUL","mata atlantica",592.8,"Cfa"
4205456,"FORQUILHINHA","mata atlantica",19.09,"Cfa"
4205506,"FRAIBURGO","mata atlantica",1000.09,"Cfb"
4205555,"FREI ROGêRIO","mata atlantica",865.89,"Cfb"
4205605,"GALV«O","mata atlantica",721.49,"Cfb"
4205704,"GAROPABA","mata atlantica",85.36,"Cfa"
4205803,"GARUVA","mata atlantica",360.52,"Cfa"
4205902,"GASPAR","mata atlantica",138.03,"Cfa"
4206009,"GOVERNADOR CELSO RAMOS","mata atlantica",85.3,"Cfa"
4206108,"GR«O PARµ","mata atlantica",430.58,"Cfa"
4206207,"GRAVATAL","mata atlantica",143.79,"Cfa"
4206306,"GUABIRUBA","mata atlantica",241.98,"Cfa"
4206405,"GUARACIABA","mata atlantica",553.7,"Cfa"
4206504,"GUARAMIRIM","mata atlantica",59.51,"Cfa"
4206603,"GUARUJµ DO SUL","mata atlantica",683.34,"Cfa"
4206652,"GUATAMBÈ","mata atlantica",504.04,"Cfa"
4206702,"HERVAL D'OESTE","mata atlantica",787.44,"Cfb"
4206751,"IBIAM","mata atlantica",893.99,"Cfb"
4206801,"IBICARê","mata atlantica",755.38,"Cfb"
4206900,"IBIRAMA","mata atlantica",432.62,"Cfa"
4207007,"IÄARA","mata atlantica",22.22,"Cfa"
4207106,"ILHOTA","mata atlantica",104.7,"Cfa"
4207205,"IMARU÷","mata atlantica",169.65,"Cfa"
4207304,"IMBITUBA","mata atlantica",31.22,"Cfa"
4207403,"IMBUIA","mata atlantica",746.93,"Cfb"
4207502,"INDAIAL","mata atlantica",388.68,"Cfa"
4207577,"IOMER“","mata atlantica",861.99,"Cfb"
4207601,"IPIRA","mata atlantica",581.55,"Cfa"
4207650,"IPOR« DO OESTE","mata atlantica",432.28,"Cfa"
4207684,"IPUAÄU","mata atlantica",661.77,"Cfa"
4207700,"IPUMIRIM","mata atlantica",751.26,"Cfb"
4207759,"IRACEMINHA","mata atlantica",419.49,"Cfa"
4207809,"IRANI","mata atlantica",886.77,"Cfb"
4207858,"IRATI","mata atlantica",547.95,"Cfa"
4207908,"IRINE‡POLIS","mata atlantica",830,"Cfb"
4208005,"ITµ","mata atlantica",428.8,"Cfa"
4208104,"ITAI‡POLIS","mata atlantica",812.19,"Cfb"
4208203,"ITAJA÷","mata atlantica",67.55,"Cfa"
4208302,"ITAPEMA","mata atlantica",125.12,"Cfa"
4208401,"ITAPIRANGA","mata atlantica",272.97,"Cfa"
4208450,"ITAPOµ","mata atlantica",27.51,"Cfa"
4208500,"ITUPORANGA","mata atlantica",554.88,"Cfa"
4208609,"JABORµ","mata atlantica",785.38,"Cfb"
4208708,"JACINTO MACHADO","mata atlantica",228.72,"Cfa"
4208807,"JAGUARUNA","mata atlantica",18.67,"Cfa"
4208906,"JARAGUµ DO SUL","mata atlantica",316.14,"Cfa"
4208955,"JARDIN‡POLIS","mata atlantica",515.64,"Cfa"
4209003,"JOAÄABA","mata atlantica",761.95,"Cfb"
4209102,"JOINVILLE","mata atlantica",311.33,"Cfa"
4209151,"JOSê BOITEUX","mata atlantica",609.5,"Cfb"
4209177,"JUPIµ","mata atlantica",765.95,"Cfb"
4209201,"LACERD‡POLIS","mata atlantica",665.42,"Cfb"
4209300,"LAGES","mata atlantica",986.79,"Cfb"
4209409,"LAGUNA","mata atlantica",18.99,"Cfa"
4209458,"LAJEADO GRANDE","mata atlantica",593.94,"Cfa"
4209508,"LAURENTINO","mata atlantica",480.81,"Cfa"
4209607,"LAURO MöLLER","mata atlantica",471,"Cfa"
4209706,"LEBON RêGIS","mata atlantica",1104.73,"Cfb"
4209805,"LEOBERTO LEAL","mata atlantica",727.44,"Cfb"
4209854,"LIND‡IA DO SUL","mata atlantica",799.58,"Cfb"
4209904,"LONTRAS","mata atlantica",531.23,"Cfa"
4210001,"LUIZ ALVES","mata atlantica",194.49,"Cfa"
4210035,"LUZERNA","mata atlantica",763.13,"Cfb"
4210050,"MACIEIRA","mata atlantica",1095.43,"Cfb"
4210100,"MAFRA","mata atlantica",850.59,"Cfb"
4210209,"MAJOR GERCINO","mata atlantica",600.54,"Cfb"
4210308,"MAJOR VIEIRA","mata atlantica",861.38,"Cfb"
4210407,"MARACAJµ","mata atlantica",13.28,"Cfa"
4210506,"MARAVILHA","mata atlantica",566.84,"Cfa"
4210555,"MAREMA","mata atlantica",482.24,"Cfa"
4210605,"MASSARANDUBA","mata atlantica",168.34,"Cfa"
4210704,"MATOS COSTA","mata atlantica",1099.08,"Cfb"
4210803,"MELEIRO","mata atlantica",32.09,"Cfa"
4210852,"MIRIM DOCE","mata atlantica",707.87,"Cfb"
4210902,"MODELO","mata atlantica",522.33,"Cfa"
4211009,"MONDA÷","mata atlantica",284.18,"Cfa"
4211058,"MONTE CARLO","mata atlantica",959.11,"Cfb"
4211108,"MONTE CASTELO","mata atlantica",922.48,"Cfb"
4211207,"MORRO DA FUMAÄA","mata atlantica",42.76,"Cfa"
4211256,"MORRO GRANDE","mata atlantica",355.88,"Cfa"
4211306,"NAVEGANTES","mata atlantica",34.74,"Cfa"
4211405,"NOVA ERECHIM","mata atlantica",375.68,"Cfa"
4211454,"NOVA ITABERABA","mata atlantica",441.68,"Cfa"
4211504,"NOVA TRENTO","mata atlantica",389.08,"Cfa"
4211603,"NOVA VENEZA","mata atlantica",170.15,"Cfa"
4211652,"NOVO HORIZONTE","mata atlantica",701.47,"Cfa"
4211702,"ORLEANS","mata atlantica",413.74,"Cfa"
4211751,"OTAC÷LIO COSTA","mata atlantica",873.01,"Cfb"
4211801,"OURO","mata atlantica",650.78,"Cfb"
4211850,"OURO VERDE","mata atlantica",822.52,"Cfb"
4211876,"PAIAL","mata atlantica",418.93,"Cfa"
4211892,"PAINEL","mata atlantica",1195.84,"Cfb"
4211900,"PALHOÄA","mata atlantica",162.36,"Cfa"
4212007,"PALMA SOLA","mata atlantica",740.21,"Cfb"
4212056,"PALMEIRA","mata atlantica",874.39,"Cfb"
4212106,"PALMITOS","mata atlantica",349.16,"Cfa"
4212205,"PAPANDUVA","mata atlantica",752.14,"Cfb"
4212239,"PARA÷SO","mata atlantica",475.5,"Cfa"
4212254,"PASSO DE TORRES","mata atlantica",6.64,"Cfa"
4212270,"PASSOS MAIA","mata atlantica",1028.71,"Cfb"
4212304,"PAULO LOPES","mata atlantica",343.36,"Cfa"
4212403,"PEDRAS GRANDES","mata atlantica",241.01,"Cfa"
4212502,"PENHA","mata atlantica",48.91,"Cfa"
4212601,"PERITIBA","mata atlantica",588.23,"Cfa"
4212700,"PETROL∂NDIA","mata atlantica",684.21,"Cfb"
4212809,"BALNEµRIO PIÄARRAS","mata atlantica",28.21,"Cfa"
4212908,"PINHALZINHO","mata atlantica",462.36,"Cfa"
4213005,"PINHEIRO PRETO","mata atlantica",800.17,"Cfb"
4213104,"PIRATUBA","mata atlantica",538.63,"Cfa"
4213153,"PLANALTO ALEGRE","mata atlantica",471.96,"Cfa"
4213203,"POMERODE","mata atlantica",222.09,"Cfa"
4213302,"PONTE ALTA","mata atlantica",903.84,"Cfb"
4213351,"PONTE ALTA DO NORTE","mata atlantica",1026.77,"Cfb"
4213401,"PONTE SERRADA","mata atlantica",1020.69,"Cfb"
4213500,"PORTO BELO","mata atlantica",79.53,"Cfa"
4213609,"PORTO UNI«O","mata atlantica",965.76,"Cfb"
4213708,"POUSO REDONDO","mata atlantica",525.06,"Cfa"
4213807,"PRAIA GRANDE","mata atlantica",322.49,"Cfa"
4213906,"PRESIDENTE CASTELLO BRANCO","mata atlantica",682.29,"Cfb"
4214003,"PRESIDENTE GETÈLIO","mata atlantica",479.2,"Cfa"
4214102,"PRESIDENTE NEREU","mata atlantica",567.25,"Cfb"
4214151,"PRINCESA","mata atlantica",614.73,"Cfa"
4214201,"QUILOMBO","mata atlantica",488.1,"Cfa"
4214300,"RANCHO QUEIMADO","mata atlantica",883.42,"Cfb"
4214409,"RIO DAS ANTAS","mata atlantica",939.14,"Cfb"
4214508,"RIO DO CAMPO","mata atlantica",732.41,"Cfb"
4214607,"RIO DO OESTE","mata atlantica",413.95,"Cfa"
4214706,"RIO DOS CEDROS","mata atlantica",669.2,"Cfb"
4214805,"RIO DO SUL","mata atlantica",528.51,"Cfa"
4214904,"RIO FORTUNA","mata atlantica",378.52,"Cfa"
4215000,"RIO NEGRINHO","mata atlantica",913.98,"Cfb"
4215059,"RIO RUFINO","mata atlantica",1133.89,"Cfb"
4215075,"RIQUEZA","mata atlantica",339.18,"Cfa"
4215109,"RODEIO","mata atlantica",273.04,"Cfa"
4215208,"ROMEL∂NDIA","mata atlantica",470.03,"Cfa"
4215307,"SALETE","mata atlantica",620.89,"Cfb"
4215356,"SALTINHO","mata atlantica",669.89,"Cfa"
4215406,"SALTO VELOSO","mata atlantica",983.71,"Cfb"
4215455,"SANG«O","mata atlantica",38.69,"Cfa"
4215505,"SANTA CEC÷LIA","mata atlantica",1100.92,"Cfb"
4215554,"SANTA HELENA","mata atlantica",411.19,"Cfa"
4215604,"SANTA ROSA DE LIMA","mata atlantica",499.01,"Cfa"
4215653,"SANTA ROSA DO SUL","mata atlantica",32.77,"Cfa"
4215679,"SANTA TEREZINHA","mata atlantica",632.84,"Cfb"
4215687,"SANTA TEREZINHA DO PROGRESSO","mata atlantica",546.96,"Cfa"
4215695,"SANTIAGO DO SUL","mata atlantica",599.78,"Cfa"
4215703,"SANTO AMARO DA IMPERATRIZ","mata atlantica",495.82,"Cfa"
4215752,"S«O BERNARDINO","mata atlantica",690,"Cfa"
4215802,"S«O BENTO DO SUL","mata atlantica",781.59,"Cfb"
4215901,"S«O BONIFµCIO","mata atlantica",614.83,"Cfb"
4216008,"S«O CARLOS","mata atlantica",372.66,"Cfa"
4216057,"S«O CRIST‡V«O DO SUL","mata atlantica",1066.17,"Cfb"
4216107,"S«O DOMINGOS","mata atlantica",678.62,"Cfa"
4216206,"S«O FRANCISCO DO SUL","mata atlantica",38.25,"Cfa"
4216255,"S«O JO«O DO OESTE","mata atlantica",369.61,"Cfa"
4216305,"S«O JO«O BATISTA","mata atlantica",247.95,"Cfa"
4216354,"S«O JO«O DO ITAPERIÈ","mata atlantica",51.72,"Cfa"
4216404,"S«O JO«O DO SUL","mata atlantica",10.1,"Cfa"
4216503,"S«O JOAQUIM","mata atlantica",1165.7,"Cfb"
4216602,"S«O JOSê","mata atlantica",67.98,"Cfa"
4216701,"S«O JOSê DO CEDRO","mata atlantica",585.36,"Cfa"
4216800,"S«O JOSê DO CERRITO","mata atlantica",888.42,"Cfb"
4216909,"S«O LOURENÄO DO OESTE","mata atlantica",730.17,"Cfb"
4217006,"S«O LUDGERO","mata atlantica",217.17,"Cfa"
4217105,"S«O MARTINHO","mata atlantica",277.97,"Cfa"
4217154,"S«O MIGUEL DA BOA VISTA","mata atlantica",492.01,"Cfa"
4217204,"S«O MIGUEL DO OESTE","mata atlantica",541.7,"Cfa"
4217253,"S«O PEDRO DE ALC∂NTARA","mata atlantica",421.19,"Cfa"
4217303,"SAUDADES","mata atlantica",426.89,"Cfa"
4217402,"SCHROEDER","mata atlantica",246.73,"Cfa"
4217501,"SEARA","mata atlantica",594.01,"Cfa"
4217550,"SERRA ALTA","mata atlantica",574.65,"Cfa"
4217600,"SIDER‡POLIS","mata atlantica",354.23,"Cfa"
4217709,"SOMBRIO","mata atlantica",28.32,"Cfa"
4217758,"SUL BRASIL","mata atlantica",496.93,"Cfa"
4217808,"TAI‡","mata atlantica",600.21,"Cfa"
4217907,"TANGARµ","mata atlantica",879.77,"Cfb"
4217956,"TIGRINHOS","mata atlantica",620.38,"Cfa"
4218004,"TIJUCAS","mata atlantica",101.53,"Cfa"
4218103,"TIMBê DO SUL","mata atlantica",426.71,"Cfa"
4218202,"TIMB‡","mata atlantica",172.13,"Cfa"
4218251,"TIMB‡ GRANDE","mata atlantica",1047.35,"Cfb"
4218301,"TR“S BARRAS","mata atlantica",798.87,"Cfb"
4218350,"TREVISO","mata atlantica",378.61,"Cfa"
4218400,"TREZE DE MAIO","mata atlantica",160.35,"Cfa"
4218509,"TREZE T÷LIAS","mata atlantica",901.84,"Cfb"
4218608,"TROMBUDO CENTRAL","mata atlantica",414.01,"Cfa"
4218707,"TUBAR«O","mata atlantica",89.5,"Cfa"
4218756,"TUNµPOLIS","mata atlantica",375.83,"Cfa"
4218806,"TURVO","mata atlantica",59.99,"Cfa"
4218855,"UNI«O DO OESTE","mata atlantica",466.48,"Cfa"
4218905,"URUBICI","mata atlantica",1292.06,"Cfb"
4218954,"URUPEMA","mata atlantica",1259.31,"Cfb"
4219002,"URUSSANGA","mata atlantica",238.21,"Cfa"
4219101,"VARGE«O","mata atlantica",903.44,"Cfb"
4219150,"VARGEM","mata atlantica",875.25,"Cfb"
4219176,"VARGEM BONITA","mata atlantica",1047.43,"Cfb"
4219200,"VIDAL RAMOS","mata atlantica",659.36,"Cfb"
4219309,"VIDEIRA","mata atlantica",875.24,"Cfb"
4219358,"VITOR MEIRELES","mata atlantica",566.67,"Cfa"
4219408,"WITMARSUM","mata atlantica",533.38,"Cfa"
4219507,"XANXER“","mata atlantica",747.06,"Cfb"
4219606,"XAVANTINA","mata atlantica",724.42,"Cfb"
4219705,"XAXIM","mata atlantica",657.94,"Cfa"
4219853,"ZORTêA","mata atlantica",715,"Cfb"
4300034,"ACEGUµ","pampa",150.86,"Cfa"
4300059,"µGUA SANTA","mata atlantica",731.53,"Cfb"
4300109,"AGUDO","mata atlantica",222.24,"Cfa"
4300208,"AJURICABA","mata atlantica",371.48,"Cfa"
4300307,"ALECRIM","mata atlantica",208.51,"Cfa"
4300406,"ALEGRETE","pampa",113.55,"Cfa"
4300455,"ALEGRIA","mata atlantica",333.87,"Cfa"
4300471,"ALMIRANTE TAMANDARê DO SUL","pampa",541.09,"Cfa"
4300505,"ALPESTRE","mata atlantica",381.92,"Cfa"
4300554,"ALTO ALEGRE","mata atlantica",414.55,"Cfa"
4300570,"ALTO FELIZ","mata atlantica",406.43,"Cfa"
4300604,"ALVORADA","pampa",31.76,"Cfa"
4300638,"AMARAL FERRADOR","pampa",118.8,"Cfa"
4300646,"AMETISTA DO SUL","mata atlantica",369.88,"Cfa"
4300661,"ANDRê DA ROCHA","mata atlantica",666.82,"Cfb"
4300703,"ANTA GORDA","mata atlantica",451.76,"Cfa"
4300802,"ANT‚NIO PRADO","mata atlantica",597.74,"Cfb"
4300851,"ARAMBARê","pampa",11.16,"Cfa"
4300877,"ARARICµ","mata atlantica",50.02,"Cfa"
4300901,"ARATIBA","mata atlantica",552.35,"Cfa"
4301008,"ARROIO DO MEIO","mata atlantica",131.92,"Cfa"
4301057,"ARROIO DO SAL","mata atlantica",7.65,"Cfa"
4301073,"ARROIO DO PADRE","pampa",169.05,"Cfa"
4301107,"ARROIO DOS RATOS","pampa",137.09,"Cfa"
4301206,"ARROIO DO TIGRE","mata atlantica",334.75,"Cfa"
4301305,"ARROIO GRANDE","pampa",39.99,"Cfa"
4301404,"ARVOREZINHA","mata atlantica",612.25,"Cfb"
4301503,"AUGUSTO PESTANA","pampa",334.2,"Cfa"
